career_name,category,sub_category,difficulty_level,career_description,required_skills,optional_skills,tools,learning_path,beginner_projects,advanced_projects,salary_range,demand_level,related_careers,future_scope
Fashion Designer,Arts & Media,Design & Media,Hard,Fashion Designer is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Figma|Photography|After Effects|Illustrator|Adobe Photoshop|Sketch,Storyboarding,Photoshop|Premiere Pro|Figma|Illustrator,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Photographer|Graphic Designer|Fine Artist,Evolving with technology and industry trends in Arts & Media.
Interior Designer,Arts & Media,Design & Media,Hard,Interior Designer is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Illustrator|Figma|After Effects|Adobe Photoshop|Storyboarding|Photography,Sketch,Premiere Pro|Illustrator|Figma|Photoshop,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Film Director|Animator|Journalist,Evolving with technology and industry trends in Arts & Media.
Animator,Arts & Media,Design & Media,Medium,Animator is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Photography|Adobe Photoshop|After Effects|Illustrator|Sketch|Storyboarding,Figma,Figma|Illustrator|Premiere Pro|Photoshop,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Journalist|Theatre Director|Copywriter,Evolving with technology and industry trends in Arts & Media.
Film Director,Arts & Media,Design & Media,Easy,Film Director is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Photography|Adobe Photoshop|Illustrator|Storyboarding|After Effects|Figma,Sketch,Illustrator|Figma|Premiere Pro|Photoshop,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Instructional Designer|Animator|Music Producer,Evolving with technology and industry trends in Arts & Media.
Cinematographer,Trades & Vocational,Vocational,Hard,Cinematographer is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Hand Tools|Welding|Soldering|Machine Operation|Blueprint Reading,,Carpentry Tools|Multimeter|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Cinematographer|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Physician Assistant|Statistician|Anesthesiologist,Evolving with technology and industry trends in Trades & Vocational.
Video Editor,Trades & Vocational,Vocational,Hard,Video Editor is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Soldering|Machine Operation|Welding|Hand Tools|Blueprint Reading,,Welding Kit|Carpentry Tools|Multimeter,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Video Editor|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Real Estate Agent|Systems Architect Specialist|Startup Founder,Evolving with technology and industry trends in Trades & Vocational.
Photographer,Arts & Media,Design & Media,Easy,Photographer is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Illustrator|Sketch|Figma|Adobe Photoshop|After Effects|Photography,Storyboarding,Premiere Pro|Photoshop|Figma|Illustrator,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Instructional Designer|Curator|Journalist,Evolving with technology and industry trends in Arts & Media.
Illustrator,Arts & Media,Design & Media,Hard,Illustrator is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,After Effects|Storyboarding|Figma|Photography|Illustrator|Adobe Photoshop,Sketch,Premiere Pro|Figma|Illustrator|Photoshop,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Instructional Designer|UX/UI Designer|Tour Guide,Evolving with technology and industry trends in Arts & Media.
Game Artist,Information Technology,Software/IT,Hard,Game Artist is a professional role in Information Technology. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Machine Learning|Python|Docker|C++|Data Structures|Java,SQL|AWS|REST APIs,Jupyter|Postman|Docker|VS Code,Learn programming fundamentals (Python/Java/JS)|Understand data structures & algorithms|Study system design basics|Build portfolio projects|Prepare for technical interviews,Simple Game Artist project: Todo App|Portfolio site for Game Artist,Full-scale Game Artist system with microservices|Scalable cloud deployment for Game Artist,3–40 LPA,High,Transportation Engineer|Data Engineer Specialist|Machine Learning Engineer Specialist,Evolving with technology and industry trends in Information Technology.
Sound Designer,Arts & Media,Design & Media,Medium,Sound Designer is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Figma|Adobe Photoshop|Storyboarding|Illustrator|Sketch|Photography,After Effects,Illustrator|Photoshop|Figma|Premiere Pro,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Animator|Recruiter|Interior Designer,Evolving with technology and industry trends in Arts & Media.
Music Producer,Arts & Media,Design & Media,Medium,Music Producer is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Storyboarding|Adobe Photoshop|Illustrator|After Effects|Sketch|Figma,Photography,Illustrator|Premiere Pro|Figma|Photoshop,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Instructional Designer|Fine Artist|Animator,Evolving with technology and industry trends in Arts & Media.
Content Creator,Trades & Vocational,Vocational,Medium,Content Creator is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Blueprint Reading|Soldering|Machine Operation|Welding|Hand Tools,,Welding Kit|Multimeter|Carpentry Tools,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Content Creator|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Ecologist|Horticulturist|Art Director,Evolving with technology and industry trends in Trades & Vocational.
Journalist,Arts & Media,Design & Media,Easy,Journalist is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Storyboarding|Adobe Photoshop|Illustrator|After Effects|Photography|Sketch,Figma,Illustrator|Photoshop|Premiere Pro|Figma,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Recruiter|UX/UI Designer|Film Director,Evolving with technology and industry trends in Arts & Media.
Copywriter,Arts & Media,Design & Media,Easy,Copywriter is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,After Effects|Storyboarding|Photography|Adobe Photoshop|Sketch|Figma,Illustrator,Figma|Photoshop|Premiere Pro|Illustrator,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Interior Designer|Journalist|Recruiter,Evolving with technology and industry trends in Arts & Media.
Art Director,Trades & Vocational,Vocational,Medium,Art Director is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Hand Tools|Machine Operation|Blueprint Reading|Soldering|Welding,,Carpentry Tools|Welding Kit|Multimeter,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Art Director|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Pilot|Systems Architect Specialist|Psychiatrist,Evolving with technology and industry trends in Trades & Vocational.
Curator,Arts & Media,Design & Media,Medium,Curator is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Photography|Adobe Photoshop|Figma|Storyboarding|Sketch|Illustrator,After Effects,Photoshop|Figma|Illustrator|Premiere Pro,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Fine Artist|Illustrator|Copywriter,Evolving with technology and industry trends in Arts & Media.
Fine Artist,Arts & Media,Design & Media,Medium,Fine Artist is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Photography|Illustrator|Figma|Storyboarding|After Effects|Adobe Photoshop,Sketch,Premiere Pro|Figma|Illustrator|Photoshop,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Copywriter|Theatre Director|Interior Designer,Evolving with technology and industry trends in Arts & Media.
Theatre Director,Arts & Media,Design & Media,Easy,Theatre Director is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Illustrator|Adobe Photoshop|Figma|Storyboarding|After Effects|Sketch,Photography,Photoshop|Illustrator|Figma|Premiere Pro,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,UX/UI Designer|Interior Designer|Fashion Designer,Evolving with technology and industry trends in Arts & Media.
School Teacher,Education & Social,Education,Easy,School Teacher is a professional role in Education & Social. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Teaching Methods|Counseling|Assessment|Curriculum Design,,Zoom|LMS|Google Classroom,Complete relevant education degree|Gain classroom/teaching practice|Learn pedagogy and assessment methods|Obtain certifications if required|Build a teaching portfolio,Lesson plan series|Small community workshop,Curriculum design project|Educational research study,1–15 LPA,Medium,Counselor|College Lecturer|Career Counselor,Evolving with technology and industry trends in Education & Social.
College Lecturer,Education & Social,Education,Hard,College Lecturer is a professional role in Education & Social. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Curriculum Design|Assessment|Teaching Methods|Counseling,,Zoom|LMS|Google Classroom,Complete relevant education degree|Gain classroom/teaching practice|Learn pedagogy and assessment methods|Obtain certifications if required|Build a teaching portfolio,Lesson plan series|Small community workshop,Curriculum design project|Educational research study,1–15 LPA,Medium,Social Worker|Career Counselor|Counselor,Evolving with technology and industry trends in Education & Social.
Educational Consultant,Business & Finance,Business,Hard,Educational Consultant is a professional role in Business & Finance. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Negotiation|Accounting|Financial Modelling|Communication|PowerBI|SQL,Excel,Tableau|Excel|PowerBI|QuickBooks,"Learn business fundamentals and accounting|Master Excel and basic analytics|Gain internships in firms|Obtain certifications (e.g., CFA, ACCA) if relevant|Move to managerial or specialist roles",Business case study|Basic financial model for a small business,Advanced valuation project|Strategic consultancy report,3–60 LPA,High,Legal Consultant|Actuary|Chartered Accountant,Evolving with technology and industry trends in Business & Finance.
Instructional Designer,Arts & Media,Design & Media,Medium,Instructional Designer is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Sketch|Adobe Photoshop|Photography|Storyboarding|After Effects|Illustrator,Figma,Illustrator|Figma|Photoshop|Premiere Pro,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Curator|Sound Designer|Fashion Designer,Evolving with technology and industry trends in Arts & Media.
Counselor,Education & Social,Education,Medium,Counselor is a professional role in Education & Social. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Teaching Methods|Assessment|Curriculum Design|Counseling,,LMS|Zoom|Google Classroom,Complete relevant education degree|Gain classroom/teaching practice|Learn pedagogy and assessment methods|Obtain certifications if required|Build a teaching portfolio,Lesson plan series|Small community workshop,Curriculum design project|Educational research study,1–15 LPA,Medium,School Teacher|Social Worker|Career Counselor,Evolving with technology and industry trends in Education & Social.
Career Counselor,Education & Social,Education,Hard,Career Counselor is a professional role in Education & Social. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Counseling|Curriculum Design|Teaching Methods|Assessment,,LMS|Zoom|Google Classroom,Complete relevant education degree|Gain classroom/teaching practice|Learn pedagogy and assessment methods|Obtain certifications if required|Build a teaching portfolio,Lesson plan series|Small community workshop,Curriculum design project|Educational research study,1–15 LPA,Medium,College Lecturer|Counselor|Social Worker,Evolving with technology and industry trends in Education & Social.
Social Worker,Education & Social,Education,Hard,Social Worker is a professional role in Education & Social. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Teaching Methods|Assessment|Curriculum Design|Counseling,,Google Classroom|LMS|Zoom,Complete relevant education degree|Gain classroom/teaching practice|Learn pedagogy and assessment methods|Obtain certifications if required|Build a teaching portfolio,Lesson plan series|Small community workshop,Curriculum design project|Educational research study,1–15 LPA,Medium,Counselor|School Teacher|Career Counselor,Evolving with technology and industry trends in Education & Social.
Community Manager,Business & Finance,Business,Medium,Community Manager is a professional role in Business & Finance. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Communication|SQL|Accounting|Negotiation|PowerBI|Excel,Financial Modelling,Excel|PowerBI|Tableau|QuickBooks,"Learn business fundamentals and accounting|Master Excel and basic analytics|Gain internships in firms|Obtain certifications (e.g., CFA, ACCA) if relevant|Move to managerial or specialist roles",Business case study|Basic financial model for a small business,Advanced valuation project|Strategic consultancy report,3–60 LPA,High,Procurement Manager|Actuary|Operations Manager,Evolving with technology and industry trends in Business & Finance.
Trainer,Information Technology,Software/IT,Easy,Trainer is a professional role in Information Technology. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Linux|Microservices|REST APIs|Machine Learning|Git|Kubernetes,Data Structures|Algorithms|AWS,Postman|Docker|Git|Jupyter,Learn programming fundamentals (Python/Java/JS)|Understand data structures & algorithms|Study system design basics|Build portfolio projects|Prepare for technical interviews,Simple Trainer project: Todo App|Portfolio site for Trainer,Full-scale Trainer system with microservices|Scalable cloud deployment for Trainer,3–40 LPA,High,Structural Engineer|Thermal Engineer|DevOps Engineer Specialist,Evolving with technology and industry trends in Information Technology.
Academic Researcher,Science & Research,Science,Medium,Academic Researcher is a professional role in Science & Research. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Scientific Writing|Data Analysis|Lab Techniques|R|Python|Statistical Methods,Experiment Design,GraphPad|Jupyter|RStudio|Lab Instruments,Complete foundational science courses|Participate in lab research|Learn statistics & programming|Publish or present findings|Pursue higher studies (MSc/PhD) if needed,Literature review on topic related to Academic Researcher|Small lab experiment,Publishable research study|Cross-disciplinary experiment,2–20 LPA,Medium,Research Scientist|Geneticist|Food Scientist,Evolving with technology and industry trends in Science & Research.
Electrician,Trades & Vocational,Vocational,Hard,Electrician is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Welding|Blueprint Reading|Hand Tools|Machine Operation|Soldering,,Carpentry Tools|Multimeter|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Electrician|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Horticulturist|Welder|Technical Writer,Evolving with technology and industry trends in Trades & Vocational.
Plumber,Trades & Vocational,Vocational,Easy,Plumber is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Machine Operation|Hand Tools|Soldering|Blueprint Reading|Welding,,Carpentry Tools|Multimeter|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Plumber|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Digital Marketer|Mechanic|Franchise Owner,Evolving with technology and industry trends in Trades & Vocational.
Carpenter,Trades & Vocational,Vocational,Hard,Carpenter is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Blueprint Reading|Soldering|Welding|Hand Tools|Machine Operation,,Multimeter|Carpentry Tools|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Carpenter|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Startup Founder|Systems Architect|Psychiatrist,Evolving with technology and industry trends in Trades & Vocational.
Welder,Trades & Vocational,Vocational,Easy,Welder is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Machine Operation|Blueprint Reading|Hand Tools|Soldering|Welding,,Multimeter|Welding Kit|Carpentry Tools,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Welder|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Geologist|Franchise Owner|Nutritionist,Evolving with technology and industry trends in Trades & Vocational.
Mechanic,Trades & Vocational,Vocational,Medium,Mechanic is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Soldering|Blueprint Reading|Hand Tools|Machine Operation|Welding,,Carpentry Tools|Welding Kit|Multimeter,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Mechanic|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Physician Assistant|Video Editor|Psychiatrist,Evolving with technology and industry trends in Trades & Vocational.
HVAC Technician,Engineering,Core Engineering,Hard,HVAC Technician is a professional role in Engineering. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,CATIA|Thermodynamics|Fabrication|Dynamics|CAD|ANSYS,MATLAB|Statics|AutoCAD,AutoCAD|SolidWorks|MATLAB|LabVIEW,Complete core engineering courses|Gain hands-on lab experience|Learn CAD and simulation tools|Intern in industry projects|Work on capstone design projects,CAD model for basic part|Hands-on lab experiment report,Design and prototype a functional module|Simulation-driven optimization project,2–25 LPA,Medium,Materials Scientist|Construction Project Manager,Evolving with technology and industry trends in Engineering.
Pilot,Trades & Vocational,Vocational,Easy,Pilot is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Soldering|Welding|Blueprint Reading|Hand Tools|Machine Operation,,Multimeter|Carpentry Tools|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Pilot|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Systems Architect Specialist|Technical Writer|General Practitioner,Evolving with technology and industry trends in Trades & Vocational.
Air Traffic Controller,Information Technology,Software/IT,Hard,Air Traffic Controller is a professional role in Information Technology. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,REST APIs|Machine Learning|AWS|JavaScript|Algorithms|SQL,Linux|Git|Data Structures,Postman|Docker|Jupyter|Git,Learn programming fundamentals (Python/Java/JS)|Understand data structures & algorithms|Study system design basics|Build portfolio projects|Prepare for technical interviews,Simple Air Traffic Controller project: Todo App|Portfolio site for Air Traffic Controller,Full-scale Air Traffic Controller system with microservices|Scalable cloud deployment for Air Traffic Controller,3–40 LPA,High,Marine Engineer|Supply Chain Manager|Database Administrator,Evolving with technology and industry trends in Information Technology.
Chef,Trades & Vocational,Vocational,Hard,Chef is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Machine Operation|Welding|Soldering|Hand Tools|Blueprint Reading,,Carpentry Tools|Multimeter|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Chef|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Video Editor|Content Creator|Content Strategist,Evolving with technology and industry trends in Trades & Vocational.
Baker,Trades & Vocational,Vocational,Medium,Baker is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Blueprint Reading|Machine Operation|Hand Tools|Soldering|Welding,,Welding Kit|Carpentry Tools|Multimeter,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Baker|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Electrician|Real Estate Agent|Welder,Evolving with technology and industry trends in Trades & Vocational.
Hotel Manager,Business & Finance,Business,Medium,Hotel Manager is a professional role in Business & Finance. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Accounting|SQL|Excel|Negotiation|PowerBI|Financial Modelling,Communication,PowerBI|Excel|QuickBooks|Tableau,"Learn business fundamentals and accounting|Master Excel and basic analytics|Gain internships in firms|Obtain certifications (e.g., CFA, ACCA) if relevant|Move to managerial or specialist roles",Business case study|Basic financial model for a small business,Advanced valuation project|Strategic consultancy report,3–60 LPA,High,Business Intelligence Analyst|Corporate Lawyer|Business Analyst,Evolving with technology and industry trends in Business & Finance.
Tour Guide,Arts & Media,Design & Media,Easy,Tour Guide is a professional role in Arts & Media. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Sketch|After Effects|Illustrator|Photography|Storyboarding|Figma,Adobe Photoshop,Photoshop|Figma|Premiere Pro|Illustrator,"Learn design fundamentals and software tools|Create a strong portfolio|Intern or freelance for practical experience|Specialize in niche (UX, animation, film)|Network and publish work",Personal design portfolio|Short film or animation project,Exhibition-ready series|Commercial campaign,1.5–20 LPA,Medium,Graphic Designer|Interior Designer|Film Director,Evolving with technology and industry trends in Arts & Media.
Event Manager,Business & Finance,Business,Medium,Event Manager is a professional role in Business & Finance. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,PowerBI|Excel|Negotiation|Accounting|Financial Modelling|SQL,Communication,Excel|PowerBI|Tableau|QuickBooks,"Learn business fundamentals and accounting|Master Excel and basic analytics|Gain internships in firms|Obtain certifications (e.g., CFA, ACCA) if relevant|Move to managerial or specialist roles",Business case study|Basic financial model for a small business,Advanced valuation project|Strategic consultancy report,3–60 LPA,High,Lab Manager|Chartered Accountant|Project Manager,Evolving with technology and industry trends in Business & Finance.
Real Estate Agent,Trades & Vocational,Vocational,Easy,Real Estate Agent is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Machine Operation|Welding|Hand Tools|Soldering|Blueprint Reading,,Multimeter|Carpentry Tools|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Real Estate Agent|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Carpenter|Content Creator|Hydrologist,Evolving with technology and industry trends in Trades & Vocational.
Entrepreneur,Trades & Vocational,Vocational,Hard,Entrepreneur is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Blueprint Reading|Machine Operation|Hand Tools|Welding|Soldering,,Welding Kit|Multimeter|Carpentry Tools,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Entrepreneur|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Statistician|Hydrologist|Carpenter,Evolving with technology and industry trends in Trades & Vocational.
Startup Founder,Trades & Vocational,Vocational,Easy,Startup Founder is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Machine Operation|Blueprint Reading|Soldering|Hand Tools|Welding,,Carpentry Tools|Multimeter|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Startup Founder|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Chef|Video Editor|Entrepreneur,Evolving with technology and industry trends in Trades & Vocational.
Franchise Owner,Trades & Vocational,Vocational,Medium,Franchise Owner is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Welding|Hand Tools|Blueprint Reading|Machine Operation|Soldering,,Multimeter|Welding Kit|Carpentry Tools,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Franchise Owner|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Hydrologist|Video Editor|Statistician,Evolving with technology and industry trends in Trades & Vocational.
Agricultural Scientist,Science & Research,Science,Hard,Agricultural Scientist is a professional role in Science & Research. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Statistical Methods|Data Analysis|R|Experiment Design|Scientific Writing|Lab Techniques,Python,Jupyter|RStudio|Lab Instruments|GraphPad,Complete foundational science courses|Participate in lab research|Learn statistics & programming|Publish or present findings|Pursue higher studies (MSc/PhD) if needed,Literature review on topic related to Agricultural Scientist|Small lab experiment,Publishable research study|Cross-disciplinary experiment,2–20 LPA,Medium,Research Scientist|Astronomer|Environmental Scientist,Evolving with technology and industry trends in Science & Research.
Horticulturist,Trades & Vocational,Vocational,Medium,Horticulturist is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Hand Tools|Soldering|Blueprint Reading|Welding|Machine Operation,,Carpentry Tools|Multimeter|Welding Kit,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Horticulturist|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Cinematographer|Systems Architect Specialist|Video Editor,Evolving with technology and industry trends in Trades & Vocational.
Veterinarian,Trades & Vocational,Vocational,Medium,Veterinarian is a professional role in Trades & Vocational. Responsibilities typically include domain-specific tasks and collaboration with multidisciplinary teams.,Welding|Blueprint Reading|Hand Tools|Machine Operation|Soldering,,Multimeter|Welding Kit|Carpentry Tools,Learn practical vocational skills|Gain apprenticeship experience|Obtain certifications/licenses|Build a portfolio of work|Start professional practice or entrepreneurship,Basic hands-on project related to Veterinarian|Apprenticeship tasks,Certification-led practical project|Business-start project,1–12 LPA,High,Systems Architect|Systems Architect Specialist|Science Communicator,Evolving with technology and industry trends in Trades & Vocational.
